"","logFC","logCPM","PValue","FDR"
"Solyc09g075040.2.1",1.91001480533579,3.35833638751704,1.61391214702723e-07,2.06266064428701e-06
"Solyc03g118750.2.1",1.90943113317226,6.67134646078528,5.55916807664967e-07,6.28860329617456e-06
"Solyc09g074530.2.1",1.90838419928165,6.32026237554987,4.17738250003154e-06,3.72312866873441e-05
"Solyc01g094250.2.1",1.90682869472691,4.44085873658442,4.89896271025665e-10,1.00705289906808e-08
"Solyc08g008650.1.1",1.90610534289999,5.14989853776156,2.67557890574671e-05,0.000193324269847985
"Solyc09g065450.2.1",1.90545107947578,8.48768589264903,2.47409562578644e-05,0.000180471312404345
"Solyc09g091510.2.1",1.90437554312665,7.98606902656581,1.08613614542534e-10,2.48673146828371e-09
"Solyc10g006060.2.1",1.90304180759841,4.16589296029307,2.21831324648472e-05,0.000164334399848979
"Solyc06g073060.2.1",1.90281783136931,5.56926168295422,1.22949360235736e-10,2.79819570750796e-09
"Solyc04g015110.2.1",1.90272006932976,6.90073113459457,6.39228474925457e-07,7.11525494578598e-06
"Solyc12g042370.1.1",1.90208144611565,5.69845855501888,4.84686963247038e-07,5.57074329852219e-06
"Solyc02g072050.1.1",1.90011779206752,1.68447372922705,0.000278282010361253,0.00145059477384628
"Solyc10g076280.1.1",1.89985705429217,1.27567236018126,1.94741910913984e-05,0.000146911350814788
"Solyc10g061950.1.1",1.89971189043456,3.1750863994908,6.72628276204409e-05,0.000429228519733111
"Solyc04g054220.2.1",1.89803050624397,1.30035555537123,2.58993974765257e-06,2.45503212002513e-05
"Solyc01g090830.2.1",1.89649861098282,5.54315253018693,7.57546866896844e-07,8.27565841594309e-06
"Solyc07g062040.2.1",1.89431772805158,5.45994549477679,4.00798590924098e-11,9.76084976049865e-10
"Solyc02g091520.2.1",1.89209629096086,4.41345067513051,5.95956966328111e-09,1.02760630130709e-07
"Solyc00g029190.2.1",1.88986023697762,1.14249665820399,2.62434917562407e-06,2.4816650633962e-05
"Solyc03g114000.2.1",1.889582865863,2.04752621042652,3.00810169480331e-07,3.61302937070591e-06
"Solyc09g072580.2.1",1.88937104618215,0.62955400165542,0.00085443118543687,0.00383141239740172
"Solyc02g062590.2.1",1.88866226601268,0.442515498842415,1.90763661047579e-05,0.000144194700101895
"Solyc08g077510.2.1",1.88823913532488,7.09707944050808,9.30866968046752e-10,1.85373429808685e-08
"Solyc04g055260.2.1",1.88627144108435,4.49942259725299,4.24310850160015e-10,8.86497314226712e-09
"Solyc08g079310.2.1",1.88519317001879,3.46102997527314,2.82939301727099e-08,4.24797808960822e-07
"Solyc06g024210.1.1",1.8847735164037,2.93362499219736,8.338705076625e-05,0.000518002256059719
"Solyc11g010630.2.1",1.88330289260479,7.9107624266859,7.77809280226031e-09,1.30056287883858e-07
"Solyc06g050530.2.1",1.88327130915414,1.70769147357737,9.15672600754605e-07,9.81151103872555e-06
"Solyc08g079860.1.1",1.88236166678607,1.51825266261216,1.64126414271324e-05,0.000126273748812794
"Solyc11g011630.1.1",1.88199568286477,1.51127176449985,3.58137660271195e-05,0.000249121772719269
"Solyc04g014690.2.1",1.88194119508902,1.92031667180939,3.72733025172488e-07,4.39827152345937e-06
"Solyc02g092850.1.1",1.8818761483759,1.64919559313682,0.000452661810129592,0.00221371020809699
"Solyc02g085490.1.1",1.88174867030937,6.33661994271032,1.5705774105329e-06,1.57407673110683e-05
"Solyc03g078570.2.1",1.8814076683617,5.25448201139166,1.1918022287908e-06,1.23659588108049e-05
"Solyc01g091020.2.1",1.88109583176729,6.97264329878212,1.30429091193797e-05,0.000103000818625711
"Solyc03g025780.2.1",1.88086383265224,5.97145180374767,6.87838324010307e-07,7.60362165608544e-06
"Solyc11g006750.1.1",1.88025048273971,1.6197134310308,0.000935917426472284,0.00413378546028122
"Solyc08g065430.2.1",1.87803182716134,4.93880573836526,3.63626100217082e-09,6.53757552122264e-08
"Solyc07g006570.2.1",1.87781804174039,7.94505321394179,5.23805827130692e-08,7.4039614788695e-07
"Solyc01g014880.2.1",1.87668425367061,3.27443814106689,5.52281413550854e-06,4.7828969754936e-05
"Solyc11g005050.1.1",1.87588399259104,3.28469095443746,1.80030379304321e-06,1.78020557397433e-05
"Solyc05g052900.2.1",1.87562498010968,5.06567505655746,1.16658662313144e-05,9.31523276061896e-05
"Solyc09g009110.2.1",1.87402472974655,1.12452728192176,4.24135807118771e-05,0.000288984245652264
"Solyc04g025770.1.1",1.87251851567984,0.372144942446957,0.000881192005918404,0.00393296221941131
"Solyc05g008000.2.1",1.87205996769622,3.09216176887686,9.91237071044735e-07,1.05083039033444e-05
"Solyc05g010060.2.1",1.86998122829093,2.61968244011126,3.62903773457479e-06,3.2932656119019e-05
"Solyc12g056450.1.1",1.86920235192781,4.22409968986998,2.1189450694849e-06,2.05281751854109e-05
"Solyc10g008840.2.1",1.86861825095036,4.5457951290255,3.41372878970811e-06,3.12507390920566e-05
"Solyc01g098140.2.1",1.86861646922997,2.38214187417002,8.32752532968331e-09,1.38536445676769e-07
"Solyc03g118140.2.1",1.8680518440002,4.04130318645511,7.39470121295325e-05,0.000466305224096648
"Solyc12g056420.1.1",1.8637681323389,4.80040476529693,4.49182663711114e-09,7.92669191399743e-08
"Solyc07g042090.2.1",1.86301847759671,2.17952376436194,2.16586468946078e-05,0.000161112522181971
"Solyc10g006310.2.1",1.86292767406695,4.4164427177725,3.20595969096439e-09,5.81866465746946e-08
"Solyc12g089310.1.1",1.86234777615797,6.8515678380709,6.29480468642718e-07,7.01696376634237e-06
"Solyc01g097020.2.1",1.86199544746591,6.52590729536848,1.48234323885536e-05,0.000115354261338469
"Solyc09g074910.1.1",1.86071676121099,4.88051042982826,2.24131100225982e-05,0.000165764763495001
"Solyc01g056220.2.1",1.85856745243082,2.19746574791023,6.93515510718245e-06,5.85785689668161e-05
"Solyc06g054070.2.1",1.85827601470511,2.87319260848473,6.11156890572605e-09,1.05022848139522e-07
"Solyc01g056450.1.1",1.85686850643806,0.567390297937355,0.000188116921967776,0.00103672780684277
"Solyc05g012570.2.1",1.85686397263936,7.58742404201009,1.45128313264003e-07,1.86939283244778e-06
"Solyc01g006540.2.1",1.85560316696265,6.24246396093213,7.88062939523253e-11,1.83916092529023e-09
"Solyc01g009870.2.1",1.85509754070654,5.25318736020113,1.26081189791054e-05,9.98077493097508e-05
"Solyc05g025890.1.1",1.85247086741628,3.14589217635452,6.70771034766726e-07,7.43748589105049e-06
"Solyc02g092000.2.1",1.85118868741623,6.58486419289773,8.30121716805361e-08,1.12552141283876e-06
"Solyc06g008990.1.1",1.85091065493884,3.75658129644199,6.79086471960111e-05,0.000432474231435964
"Solyc09g098600.2.1",1.85051247904142,5.20768883011936,3.22077955023124e-06,2.96738568923112e-05
"Solyc03g095500.2.1",1.8495724773468,5.92920297324858,4.30321735480046e-05,0.000292071329397862
"Solyc05g054210.2.1",1.84799089152966,6.32074087101745,4.17579237899435e-09,7.43764386385942e-08
"Solyc04g077240.2.1",1.84770412498509,5.29098402000686,1.37653974615762e-06,1.39887205663767e-05
"Solyc04g016280.2.1",1.84766088623148,4.91722815251061,4.2396678745819e-09,7.52221351204821e-08
"Solyc03g080070.2.1",1.84736385493593,6.12684090652462,6.16599916345835e-10,1.25402647880229e-08
"Solyc08g066360.2.1",1.84734516850934,6.48992437479511,1.54785144152049e-06,1.55333595450225e-05
"Solyc10g049890.1.1",1.84601585158111,7.86373115907666,1.90439496782127e-08,2.9559353827326e-07
"Solyc04g045620.2.1",1.84529885813673,6.69252216844467,1.42451579247013e-06,1.44281751854558e-05
