"","logFC","logCPM","PValue","FDR"
"Solyc08g062820.2.1",0.922136125500142,4.33731551631377,0.00130205052093715,0.00544185480065937
"Solyc09g014380.2.1",0.92150070494084,5.23762463129036,0.000710666267533842,0.00326198376220365
"Solyc03g006580.2.1",0.92092396388037,4.93706079996579,0.00213251300844522,0.00823663307126618
"Solyc01g094550.2.1",0.920421626247925,4.53950388229095,0.0018636109023841,0.00737122374337822
"Solyc04g082670.2.1",0.919633370574622,6.95335439653935,0.00105995337379307,0.00456217454937841
"Solyc10g079080.1.1",0.919622406366648,6.4395726426063,0.00186771445974573,0.00738355044953337
"Solyc07g006100.2.1",0.919338663674068,4.91574249792038,0.00190219362473582,0.00748639971608584
"Solyc07g006950.2.1",0.91885803988301,5.34106841861334,0.00212484501070499,0.00821609125073034
"Solyc02g005210.2.1",0.918332757019759,4.71563627916497,0.000926483366694927,0.00409763927421406
"Solyc02g082830.1.1",0.918179177015566,7.14485865332237,0.00195492403891598,0.00765584028282204
"Solyc08g078460.2.1",0.918116488546115,5.16126276416357,0.00072717926080445,0.00333044907608602
"Solyc08g080360.2.1",0.917812636156428,5.73697919000512,0.000958355585866663,0.00420938837743962
"Solyc01g097810.2.1",0.916250254450109,5.89417327787926,0.00116519526518791,0.00494372934689769
"Solyc02g091890.1.1",0.916216211716849,7.3030607490889,0.00101359894518291,0.0044014713990992
"Solyc03g118640.2.1",0.915935536424629,5.31520027020559,0.00081766767685661,0.00368748008779624
"Solyc06g065270.2.1",0.915906439081603,5.5294870874203,0.000961437280752578,0.0042213076856928
"Solyc12g100320.1.1",0.915672242396161,4.31707453490331,0.0015112866411169,0.0061691150949934
"Solyc08g080570.2.1",0.913384180925186,7.33841684117627,0.00105126754189229,0.00453499975151393
"Solyc06g053740.2.1",0.912803886367574,5.77949792228817,0.00258664766479436,0.00967557216338619
"Solyc07g053310.2.1",0.912750125701671,4.15603102163007,0.00202039123293863,0.00787725956404573
"Solyc05g056540.2.1",0.912618316710311,5.90185856447016,0.00121539528787857,0.00511885134922385
"Solyc11g070030.1.1",0.910447723710503,6.63503099225743,0.00184084351094716,0.00730005029985112
"Solyc05g013240.2.1",0.909101686487707,5.62489431026771,0.00209356493697983,0.00811428843035212
"Solyc12g096520.1.1",0.908963244757968,4.48567031231637,0.00132500293636097,0.00552771274105418
"Solyc04g082580.2.1",0.908248816775522,6.57710146593197,0.00247969277153723,0.00934099045514541
"Solyc03g044470.2.1",0.908211350931085,4.99696918808967,0.000798934569737882,0.00361506074247668
"Solyc08g078250.2.1",0.907922347394877,5.65064739974317,0.00188192695005766,0.00742957944609753
"Solyc07g018220.2.1",0.907058539209802,5.37802216883196,0.00128048315513429,0.0053595263751023
"Solyc09g065810.2.1",0.903894100929601,5.00619713775678,0.00133790676329885,0.00557343727198818
"Solyc02g072260.2.1",0.903531411841578,4.15518888918547,0.00174930958324044,0.00699266616991093
"Solyc03g097920.1.1",0.903358964008398,5.30327473549464,0.00121539390001328,0.00511885134922385
"Solyc04g049330.2.1",0.903309035925376,7.29783514254275,0.00155736467539751,0.00632569104431557
"Solyc05g052790.2.1",0.902709223499898,5.37320826882575,0.00091664786641791,0.00406118553563022
"Solyc11g071460.1.1",0.902495819916321,4.25433152888413,0.00165721717056586,0.00667806413313744
"Solyc04g071630.2.1",0.902333993410894,2.75372404755278,0.00249864546447988,0.00939849575350597
"Solyc06g065570.2.1",0.90229897294745,5.03445136156823,0.00233883375914454,0.00889804067471558
"Solyc01g091690.2.1",0.90202604810485,4.29728992983105,0.00136450398603222,0.00566982176119635
"Solyc08g079830.2.1",0.901998098838695,5.44435617440951,0.00170673383687684,0.00684394003702004
"Solyc09g016940.2.1",0.901844914530171,5.27441362266931,0.00201707737430113,0.00786968912310243
"Solyc03g115860.2.1",0.901212791546282,5.31071800680876,0.000871705381812685,0.00389744555918238
"Solyc03g113340.2.1",0.900354211523551,4.81885953760249,0.00154186607306889,0.00627273445332036
"Solyc01g010430.2.1",0.899658682532679,4.78514132292842,0.00237321408830845,0.00900196832008665
"Solyc04g081000.2.1",0.895119694504088,9.08700837913231,0.00177875012243322,0.00709058324217906
"Solyc01g028900.2.1",0.893988708449651,5.22669793032183,0.000885371163593197,0.00394470768382045
"Solyc02g087780.2.1",0.890831575732321,4.66159047356185,0.00217242199740173,0.00836158087098339
"Solyc11g068540.1.1",0.890126280125354,4.61682823129974,0.00168191071038516,0.00675976061789522
"Solyc07g063010.2.1",0.889720554160507,5.09494211847261,0.00190413127277505,0.00749145524416607
"Solyc03g111180.2.1",0.88963719301867,5.52895572082433,0.00211410975862745,0.00818423759241853
"Solyc02g065490.2.1",0.889266741249389,4.46931513439945,0.00106899189446186,0.00459676533286777
"Solyc09g009170.2.1",0.88850646140481,4.98665465645042,0.00182933110896895,0.00726318535321159
"Solyc05g007240.1.1",0.888480822286303,5.15752133650681,0.00131097445066622,0.00547516200122589
"Solyc05g009360.2.1",0.887464578234258,5.6803232127747,0.00121034490004301,0.00510320204960239
"Solyc06g082180.1.1",0.885853156864243,3.77231114810889,0.00140010179128929,0.00579522314020102
"Solyc07g052640.2.1",0.885197707424506,4.52367093117982,0.00110977947719076,0.00473928722751921
"Solyc10g076600.1.1",0.884609048180912,4.71610469515371,0.00204785864192244,0.00796945294390885
"Solyc06g083810.2.1",0.884026011326021,5.14231124333891,0.00244909729761125,0.00924243150263197
"Solyc12g087980.1.1",0.883025119802131,5.39861179752221,0.00109751061854956,0.00470177238097955
"Solyc07g066600.2.1",0.882219592317117,9.02035967586263,0.00155927329430156,0.00633120153001278
"Solyc05g012450.2.1",0.881563447522652,6.32771072186155,0.00161636969678564,0.00653412109497083
"Solyc01g094010.2.1",0.881509216550424,5.16052995440367,0.00127011795024583,0.00532683288785917
"Solyc07g056110.2.1",0.881491286960073,4.93232589693406,0.00182319136989132,0.00724507764016573
"Solyc04g082490.2.1",0.88003772764689,5.25910269321516,0.00120073752605592,0.00507014901256192
"Solyc03g120790.1.1",0.879345990227348,4.36780352149254,0.00119170472411618,0.0050384994611038
"Solyc06g083070.2.1",0.878477887280683,6.07822059896695,0.00256639631096232,0.00961078971103273
"Solyc02g067010.2.1",0.876246746258288,5.90506835180884,0.00264631863063032,0.00985059154718321
"Solyc01g007920.2.1",0.876006853044733,3.78747159798976,0.00143567911546893,0.00591415237708256
"Solyc02g068640.2.1",0.875953600867099,4.71430606587512,0.00255621947021471,0.00958206386702545
"Solyc12g099540.1.1",0.875184279365846,5.67710852370009,0.00254398128539775,0.00954398604551262
"Solyc09g008190.2.1",0.874915508081884,3.80224936046427,0.0019008602367564,0.0074837196999191
"Solyc03g095710.2.1",0.874856183346028,4.64764088417293,0.00138010598856431,0.00572738992106617
"Solyc12g087950.1.1",0.874321866450966,2.91771860996333,0.00257359493135406,0.0096346020431125
"Solyc03g026010.1.1",0.873068479593036,5.05112026973305,0.00246096113804663,0.009282622405118
"Solyc01g088560.2.1",0.873006649777921,4.95885650080882,0.00256637395471149,0.00961078971103273
"Solyc10g061960.1.1",0.872830288639354,6.11240379863599,0.00248275033327889,0.0093436793107077
"Solyc02g077330.2.1",0.872749206827316,6.33300506976107,0.00148202732796651,0.00607334794887936
"Solyc03g117890.2.1",0.871807875945709,5.34903036274986,0.00202597957996427,0.00789620777354929
"Solyc09g005580.2.1",0.870308324156392,3.21167433116188,0.0024231057895237,0.00916243117149551
"Solyc12g088440.1.1",0.870011976865009,4.5185019797895,0.00127420516637394,0.00534063053237815
"Solyc07g032250.2.1",0.86998713948928,4.16920224040215,0.00201809719905664,0.00787099079285248
"Solyc07g014610.2.1",0.868989244126804,5.85569120739524,0.00227916925592079,0.00871440365001316
"Solyc09g091270.1.1",0.86869536580408,4.39385184664501,0.00193889459971686,0.00760506207238543
"Solyc09g015530.2.1",0.868556293151409,5.06228027855606,0.00170716492155637,0.00684447229385263
"Solyc03g033650.2.1",0.867820347989908,3.71770697783678,0.00236322103489406,0.00897148002010668
"Solyc10g008770.2.1",0.867755744905276,4.56285948608266,0.00189039215483935,0.00745658294775953
"Solyc12g009400.1.1",0.866778985535073,7.31283579834912,0.00240129242395677,0.00909644146268036
"Solyc12g014110.1.1",0.866273407151652,5.89033630675207,0.0020111162919979,0.00785043710306685
"Solyc02g093150.2.1",0.865281064650832,4.75521592665749,0.00185788417291739,0.00735618239746252
"Solyc06g068720.2.1",0.862563138525561,5.30459539984061,0.00231323451875482,0.00881966313690449
"Solyc02g083590.2.1",0.861590578296083,6.0173082315603,0.00199899332369745,0.007814750711071
"Solyc11g061770.1.1",0.85945700713261,4.96200634451671,0.00155817863698422,0.00632787681201186
"Solyc05g055530.2.1",0.857661722318344,3.87786515627203,0.00264320703643098,0.00984116687303475
"Solyc09g008280.1.1",0.856707035656455,9.79482485311037,0.00260456046515895,0.00972671685352622
"Solyc02g082420.2.1",0.856044473260792,5.63224665619575,0.00255943183711734,0.00959097121452284
"Solyc11g066390.1.1",0.855572508639775,5.0767513909634,0.00193306398697445,0.00758966642566848
"Solyc03g062940.2.1",0.85419986076187,6.57428731125244,0.00244610414999383,0.00923417398469777
"Solyc01g107520.2.1",0.853405547521991,4.70469765875297,0.00190177392747523,0.00748603220147722
"Solyc11g072480.1.1",0.85331419191352,3.91603665546699,0.00259662157393719,0.00970338744546231
"Solyc07g007350.1.1",0.850290510099529,5.82238153449602,0.00256848590000607,0.0096170450517446
"Solyc02g070520.2.1",0.849778654082524,5.7236050734557,0.00244196286912162,0.00922157533835704
"Solyc02g086680.2.1",0.848633366005777,4.40110023848257,0.00215447278027002,0.00830867881261282
"Solyc06g036520.1.1",0.848455788404582,4.33618435927994,0.00199924902677633,0.007814750711071
"Solyc05g016330.2.1",0.845053775111319,5.11959205060353,0.00182362724035119,0.00724555464511545
"Solyc08g075730.2.1",0.843274084083269,5.41201572273646,0.0022300286335147,0.00854788419072025
"Solyc09g010930.2.1",0.840296800088107,6.51145258390173,0.00238988850838529,0.00905922542479625
"Solyc03g005260.2.1",0.839690107937329,5.56399083201265,0.00200659852556829,0.00783754063986486
"Solyc08g081910.2.1",0.839572379530865,6.40164998998019,0.00223731504317228,0.00856614546956025
"Solyc01g102940.2.1",0.83937736834492,7.30694926884976,0.00264934705711851,0.00986026457452235
"Solyc12g014050.1.1",0.835556026149839,4.5581661490744,0.00201995490916666,0.00787689708842296
"Solyc02g087950.2.1",0.833861908949045,5.16342085383578,0.00214841774840873,0.00828907695362337
"Solyc09g065520.2.1",0.833454044928424,5.62628231140446,0.00252229854730423,0.00947323862321332
"Solyc03g006560.2.1",0.832033106641212,4.1394256146452,0.00265640579499225,0.00987692144941932
"Solyc11g010550.1.1",0.830765391884367,4.32158827958795,0.00211987918973016,0.00820103684512641
"Solyc03g033340.2.1",0.827627072115513,5.7709173054782,0.00260765054893382,0.00973508726494561
"Solyc10g078490.1.1",0.819332679171262,5.30756189971243,0.00250091384321426,0.0094054859798653
"Solyc08g081330.2.1",-0.826008222672883,4.79912855083947,0.00248150462478287,0.00934321312935234
"Solyc01g065580.2.1",-0.827267394285725,4.52472085063688,0.00231479138941942,0.00882120087453005
"Solyc03g007870.2.1",-0.843240197813714,3.57413127500301,0.00249014552678746,0.00936959628178302
"Solyc02g070280.2.1",-0.845657483695196,4.3780179356001,0.00188737064535213,0.00744594496561018
"Solyc03g033540.2.1",-0.855652277740947,5.58235128779568,0.00210976986347017,0.00816881526377539
"Solyc03g113620.2.1",-0.858392154269344,5.93692341439203,0.00176764658156709,0.00705858663668069
"Solyc07g063850.2.1",-0.859390873138999,5.90489771194174,0.00262315297824409,0.0097818193228052
"Solyc03g032070.2.1",-0.859924889840159,5.51641698225872,0.00176861557155794,0.00705999822987833
"Solyc04g007270.2.1",-0.86033815490446,6.19371665200119,0.00216139847233841,0.00832954903785704
"Solyc01g107910.2.1",-0.860746094226313,5.27843302458641,0.00177671586193969,0.00708616804394271
"Solyc05g052550.1.1",-0.864203276714866,3.86671622624729,0.00218036470091784,0.008385540084452
"Solyc02g077160.2.1",-0.864594891409552,4.32345281868551,0.00175216751083931,0.00700165038602413
"Solyc05g009350.2.1",-0.867452470952165,4.25464579265842,0.00216217534198329,0.00832954903785704
"Solyc08g068320.2.1",-0.868584154927547,4.53819110291639,0.00147828254838722,0.00606135477078661
"Solyc01g100430.2.1",-0.870998085775538,4.50272141457783,0.00253224903789473,0.00950618968717771
"Solyc11g020780.1.1",-0.873830510990491,4.55263833233864,0.00264079592767721,0.00983482132740955
"Solyc03g006100.2.1",-0.875129310243207,4.54160867152458,0.00218564008664988,0.0084003803901
"Solyc12g008420.1.1",-0.876230108217788,3.45014216067438,0.00232136644981131,0.00884185085922651
"Solyc03g120410.1.1",-0.876633254351995,4.35914864793045,0.00145058231205038,0.00596590333824806
"Solyc01g094280.2.1",-0.878701106916722,3.81252392870414,0.00191786950357314,0.00753904117228775
"Solyc03g097020.2.1",-0.880399248653033,3.78966400586367,0.00188576555385528,0.0074421722984679
"Solyc09g082130.2.1",-0.881015453310036,4.93818887462623,0.00177818987915075,0.00709058324217906
"Solyc08g076200.2.1",-0.881558764483376,6.04391218637492,0.00151295877655817,0.00617484207312239
"Solyc09g015120.2.1",-0.881633755066823,4.43235808790263,0.00234161319678603,0.00890713784570854
"Solyc01g106250.2.1",-0.882557337045129,3.50508239709514,0.00218409445240398,0.00839706901836765
"Solyc05g005010.2.1",-0.882789100743785,3.69614077411726,0.00142983135499552,0.00589323771378949
"Solyc06g071860.2.1",-0.883520657621529,5.69032784722373,0.00187691726989133,0.00741235308806629
"Solyc08g060920.2.1",-0.883634319231419,4.44136501442509,0.00192370394577717,0.00755938544365776
"Solyc12g014120.1.1",-0.884318379027491,3.9233747744371,0.00213003496829926,0.00822922401612552
"Solyc11g042630.1.1",-0.884767882382693,4.10521989114825,0.002060795492083,0.00801164368477821
"Solyc08g006320.2.1",-0.884816306593027,4.05452254225193,0.00146768679485986,0.00602329208602506
"Solyc05g006000.2.1",-0.885100711928613,3.2291773872717,0.00216548652843114,0.008340904373529
"Solyc04g011720.2.1",-0.887179861957607,6.76009095237971,0.00236035783000705,0.00896209350847266
"Solyc01g079710.2.1",-0.890866787444112,4.37685746929737,0.0010465613062988,0.00451772113536387
"Solyc11g072500.1.1",-0.892104021539986,4.08085797644806,0.00144311833105927,0.00593839957539563
"Solyc01g100570.2.1",-0.892306894868627,6.74934620685879,0.00207276861600346,0.00805000589465639
"Solyc02g092310.2.1",-0.892554060779914,3.89101608064403,0.00175189269288889,0.00700165038602413
"Solyc06g005850.2.1",-0.896303899050074,3.62624542209375,0.00154437883746817,0.00628072946469728
"Solyc06g083390.2.1",-0.89721189108819,4.37320078211068,0.00229811866275379,0.00877077694929875
"Solyc06g071330.2.1",-0.898519726641319,4.32273289527883,0.00113676041888268,0.00484099141815251
"Solyc01g079400.2.1",-0.899175252049957,3.81060329909471,0.00189794341053715,0.00747736901616568
"Solyc07g041870.2.1",-0.899873051898015,5.21158041615393,0.00103135816319589,0.00446422407959943
"Solyc09g059990.1.1",-0.900442077742,3.1715530642768,0.0024036656436898,0.00910242547571603
"Solyc10g009210.2.1",-0.90152246691576,3.75888428796919,0.00217822680029724,0.00837896832919729
"Solyc09g083380.2.1",-0.903275056830359,6.80641593366332,0.00186668769609935,0.0073808484033463
"Solyc08g079850.1.1",-0.905279181030437,5.05426163892839,0.00255411659502434,0.00957887670532179
"Solyc08g066140.2.1",-0.907098679305732,3.74602356005277,0.00182693070067903,0.00725616641348295
"Solyc05g023760.2.1",-0.90780125747388,4.11090006996502,0.001330061462967,0.00554377544003015
"Solyc05g007130.2.1",-0.908181262807242,4.45431142608618,0.00169678107739798,0.00681117317525583
"Solyc06g053450.2.1",-0.912251356218718,7.70982832775756,0.00261118242230359,0.00974668661732293
"Solyc04g016240.2.1",-0.91339901546437,5.64711852494324,0.00168819125859695,0.00678025134164437
"Solyc02g068340.2.1",-0.914284031022331,5.66973525398153,0.00265549371689699,0.00987513071151463
"Solyc01g087720.2.1",-0.915325133164657,4.01625652931399,0.00259116128443727,0.00968613834549052
"Solyc04g049950.1.1",-0.916312040266966,5.43773316250799,0.00159599733267347,0.00646543789667352
"Solyc04g071750.2.1",-0.916664730197362,5.60643768142597,0.00154642690841008,0.00628794393935407
"Solyc07g056650.2.1",-0.91789261761833,4.74529740823468,0.00170135589347193,0.00682476054417548
"Solyc11g005090.1.1",-0.918312064358116,3.41314923572593,0.00150957299923139,0.00616580197150932
"Solyc02g070970.1.1",-0.918360147675427,7.35531988367867,0.00183779400033954,0.00728921717873261
"Solyc04g009820.2.1",-0.918699663969384,3.60011083874902,0.00145392207232137,0.00597749574572125
"Solyc05g014320.2.1",-0.919727803903847,3.11488628992558,0.00268433160379719,0.00996299163933205
"Solyc01g107190.2.1",-0.919829449916364,4.49558783980449,0.00099359492386272,0.00433264800386517
"Solyc12g013700.1.1",-0.91985206580964,4.23888254596409,0.00132860054731581,0.00553869255968963
"Solyc08g061560.2.1",-0.921686380154602,6.6173698139936,0.00110032149598992,0.00471205440349164
"Solyc01g091240.2.1",-0.922977471022877,3.21480273526327,0.00143700395167,0.00591642276655804
"Solyc10g050430.1.1",-0.924007789455619,3.66219388772862,0.00140440919284836,0.00581037895277443
"Solyc02g063330.2.1",-0.924368726546559,3.14676564540339,0.0025076901717369,0.00942633462720241
"Solyc03g115520.2.1",-0.925601045601542,4.07256143297912,0.00132716112120105,0.00553369743392824
"Solyc12g039070.1.1",-0.926506790044581,2.99729178730178,0.00254068028816367,0.00953472051214835
"Solyc01g081610.2.1",-0.926751574508404,4.72260240865002,0.000936747330300397,0.00413665457255465
"Solyc03g115200.2.1",-0.931198465122147,5.39630872041957,0.00069691061786603,0.00320847410886305
"Solyc09g014490.2.1",-0.932106314006621,3.34482505153358,0.00105194146252867,0.00453634254016591
"Solyc02g087040.1.1",-0.934479727622001,3.26108086467388,0.00260669854874976,0.00973311709096162
"Solyc12g056340.1.1",-0.936157803789947,3.13854601822922,0.0026522934883161,0.0098680286920953
"Solyc09g011720.2.1",-0.936934283430932,5.84737182903846,0.00144392644372374,0.00594065935176943
"Solyc10g083310.1.1",-0.937151158753511,2.52945145609935,0.00233877462420836,0.00889804067471558
"Solyc10g008420.2.1",-0.938223857465974,5.96955780588538,0.000939796899424225,0.00414692838424527
"Solyc02g083470.2.1",-0.938382078183027,4.66969852989087,0.00194409405187372,0.00761528204906795
"Solyc08g006350.2.1",-0.938514627067259,3.17542636197292,0.00236411622014378,0.00897339348218372
"Solyc03g117970.2.1",-0.938564226571799,4.4666585375657,0.00168379932074162,0.00676498077357854
"Solyc08g008370.2.1",-0.938884998137993,4.40541020827255,0.00210473634808104,0.00815207775811702
"Solyc02g069630.2.1",-0.942034852239108,3.92036593750299,0.00158252566494511,0.00641312864856135
"Solyc03g123530.2.1",-0.942242586513939,4.73100223877793,0.000870569647370709,0.00389382864292416
"Solyc05g047420.2.1",-0.943744398884952,2.84216005968824,0.00202463236131791,0.00789245386592935
"Solyc03g112530.2.1",-0.944706714782866,2.76139545829804,0.00220945593528659,0.00848462146156841
"Solyc01g094790.2.1",-0.944809130045619,4.12988161399144,0.000939360567919502,0.00414580045953084
"Solyc09g083080.2.1",-0.945055198798201,6.22688257440735,0.000925000988815694,0.00409345055640834
"Solyc06g065440.1.1",-0.945143008226094,5.01272338475824,0.00213764663915174,0.00824890690475693
"Solyc01g098590.2.1",-0.945239624788884,4.8246041351439,0.00128293678787346,0.00536783747047328
"Solyc08g069120.2.1",-0.946886005629589,3.18470689143729,0.00194173884359205,0.0076094005484874
"Solyc10g005500.2.1",-0.946937226794861,2.70739263032177,0.00222650268905435,0.00853864897853493
"Solyc02g079000.2.1",-0.947137654235176,4.55998253486636,0.00193950328473452,0.00760506207238543
"Solyc02g077600.2.1",-0.948843348525163,4.84380001570176,0.000943027672747963,0.0041579853623892
"Solyc09g089550.2.1",-0.949283191947738,3.35194059354893,0.00241674705356091,0.00914290800721319
"Solyc06g072730.2.1",-0.950541823627746,3.94366372295248,0.00142104976810589,0.0058665291938307
"Solyc03g097870.2.1",-0.952214449574119,6.82335671078749,0.000728584940365153,0.00333555520193913
"Solyc01g097500.2.1",-0.953648963352001,6.22007850783097,0.000899042869715716,0.00399475934033473
"Solyc09g011580.2.1",-0.954352555924875,5.3097052264794,0.000856766084930991,0.00384113166980689
"Solyc11g020190.1.1",-0.954488188812294,3.09425435332515,0.00200712921229267,0.00783754063986486
"Solyc05g005760.2.1",-0.954899362765784,5.67256354652361,0.000955573004032574,0.00420309340468063
"Solyc03g032020.2.1",-0.955137596917532,6.45339681965233,0.0014942259062604,0.0061112032539088
"Solyc01g081290.2.1",-0.955810334217474,4.20804056493456,0.00258464818895706,0.00966966961886234
"Solyc08g077030.2.1",-0.956924385425217,4.64623632117673,0.000529555745395798,0.00253675889645542
"Solyc03g117510.2.1",-0.957069819511797,3.92340249559272,0.00062749823642806,0.00293425133344805
"Solyc03g098450.2.1",-0.957118342324359,5.29410313895747,0.000761913136558647,0.00347013088461226
"Solyc08g081930.2.1",-0.957904319981409,3.28642091627763,0.00117886684098219,0.00499342396583686
"Solyc12g007230.1.1",-0.957922156014185,5.09492918237725,0.00213302981894392,0.00823663307126618
"Solyc08g067090.2.1",-0.958001477542357,6.4897809514789,0.0019977292882727,0.00781147223491804
"Solyc02g071860.2.1",-0.960834503052748,4.8213105393445,0.00170340226625528,0.00683177471855985
"Solyc03g112200.1.1",-0.960956368989036,4.44395639422012,0.000388584193505529,0.00194004569819594
"Solyc02g022830.2.1",-0.962335450965991,2.91233018151793,0.00268418166272363,0.00996299163933205
"Solyc06g071680.2.1",-0.96247218824104,5.69975759095804,0.00059189073331611,0.00278935195419163
"Solyc03g116680.2.1",-0.964259797068099,5.79286035832161,0.00064721140763318,0.00301536898913744
"Solyc10g084180.1.1",-0.964511869551616,4.51546501174349,0.00244759734830539,0.00923829068237479
"Solyc05g012380.2.1",-0.965406770897991,5.64027737838834,0.000837631379923755,0.00376417267126951
"Solyc03g019800.2.1",-0.965672831604625,4.34989187114039,0.00168038582325356,0.00675481534453476
"Solyc04g016370.2.1",-0.966260195577283,5.26337193813348,0.00107085075663156,0.00460253424512222
"Solyc06g075370.2.1",-0.966511091639372,3.62657302708146,0.00128003840504174,0.00535929561802578
"Solyc02g071990.2.1",-0.96680195218817,3.28394226019746,0.0019301062986092,0.0075806486211939
"Solyc04g081030.2.1",-0.967088893916823,4.84613235675682,0.000465376342123734,0.00227104842898544
"Solyc02g066950.2.1",-0.968476292237818,4.8135425536544,0.0021724876619398,0.00836158087098339
"Solyc05g054050.2.1",-0.968823354729718,7.70956167348638,0.00266404598116544,0.00990051496094545
"Solyc01g108070.2.1",-0.969289702723316,3.44314206360721,0.000844425069080845,0.00379098933655258
"Solyc03g117530.1.1",-0.969804321144263,2.90520147446968,0.00123799594385397,0.00520257646967467
"Solyc01g110490.2.1",-0.971044716215074,4.65834845398823,0.00188015625628106,0.00742386655341546
"Solyc10g080480.1.1",-0.97141440070456,3.92587618522599,0.000691262821564116,0.00318630909975937
"Solyc07g006140.2.1",-0.97340794228816,4.12479312728559,0.000964715801905388,0.0042316530041131
"Solyc06g072660.2.1",-0.974585443091142,5.03073868202423,0.000835889308137149,0.0037592896722161
"Solyc01g079570.2.1",-0.97548639796318,4.77247452796607,0.00213293716520644,0.00823663307126618
"Solyc12g088700.1.1",-0.975570645432849,2.41035882545705,0.00228807705503985,0.00874263419714678
"Solyc06g072300.2.1",-0.976093996949713,6.57733556977407,0.00198517169461771,0.00776634103789648
"Solyc06g075690.2.1",-0.976096615335524,2.73090694654388,0.0023011145646546,0.00877782993477573
"Solyc05g007160.2.1",-0.976854874420292,3.98927702941472,0.000425218400335883,0.00210099834635052
"Solyc06g069430.2.1",-0.979425272655838,3.30273132258227,0.00217829070726353,0.00837896832919729
"Solyc06g069730.2.1",-0.98069235309533,5.56787488168417,0.000926708056387111,0.00409784300724301
"Solyc03g097670.2.1",-0.980695600361003,7.23843506952481,0.00194423551551332,0.00761528204906795
"Solyc01g006170.2.1",-0.983591484025084,4.17698094330127,0.000466188585432176,0.00227404472430354
"Solyc02g082270.2.1",-0.98459130159192,5.20986694004881,0.000300977729430412,0.00155598894044104
"Solyc03g031770.2.1",-0.984863786300885,3.88486098414989,0.00148040862299755,0.00606849852143154
"Solyc08g082640.2.1",-0.985989653219099,5.22232351317697,0.00189778036998396,0.00747736901616568
"Solyc12g038430.1.1",-0.985999370855291,3.05875502541971,0.00127771564194268,0.00535184855610866
"Solyc07g053570.2.1",-0.986298849164133,2.23570687593636,0.0014628584605547,0.00600455107238957
"Solyc10g006000.2.1",-0.986885278818992,3.47984108315577,0.000757807174358514,0.00345417333339135
"Solyc02g083980.2.1",-0.987524662440675,2.34552407174732,0.00184558006618361,0.00731630418149614
"Solyc02g082050.2.1",-0.987779431285312,3.24418239017105,0.00114487851886684,0.00487104193273817
"Solyc03g096670.2.1",-0.988395582376921,4.68291079353818,0.000375114588792801,0.0018809844331138
"Solyc12g095810.1.1",-0.988401252746727,2.21239660193715,0.00158968006130133,0.00644098380189223
"Solyc03g095240.2.1",-0.989150902028347,2.78689030435253,0.00101244527109565,0.00439895965231159
"Solyc05g055780.2.1",-0.989411866878053,2.85514484957099,0.0014984147143461,0.00612529079861261
"Solyc02g070030.2.1",-0.990465944046033,4.89457124404073,0.0011948456640692,0.00504805789676087
"Solyc03g111170.2.1",-0.990600111066877,2.47510219254303,0.00203561786276439,0.00792476671197843
"Solyc05g013860.2.1",-0.993336132166484,2.68325372924951,0.00167746036290467,0.0067454194891141
"Solyc10g078860.1.1",-0.995113164864728,4.83683229703069,0.000977019560254411,0.00427499632496594
"Solyc04g079210.2.1",-0.995422096663942,4.12266637169826,0.000288036625091971,0.00149566505573448
"Solyc04g063380.2.1",-0.995958201837548,5.31792732502532,0.000249914437656163,0.00132218685435995
"Solyc12g099340.1.1",-0.996367205530411,3.89083152655778,0.00041931833213542,0.00207631812163148
"Solyc10g044780.1.1",-0.996508542525847,2.98803406775351,0.00104956367199863,0.0045285010719053
"Solyc06g035600.2.1",-0.997512680609218,2.51766720930449,0.00181549296851581,0.00722073928410562
"Solyc01g080370.2.1",-1.00013300598202,5.08847526428,0.00114411013701609,0.00486957897092506
"Solyc01g103090.2.1",-1.00038351732485,4.34239333388064,0.0018537704106324,0.00734369659649766
"Solyc01g010520.2.1",-1.00106664158798,3.82982538807451,0.000774939779064737,0.00351828487463371
"Solyc01g098320.2.1",-1.00186174188228,3.27158815005182,0.0010182117129701,0.00441732127595442
"Solyc12g006550.1.1",-1.00266839994479,3.76814455322927,0.000297001612598893,0.00153665178047614
"Solyc08g014370.1.1",-1.00354449313853,5.15967207519271,0.000999949532919115,0.00435120004322075
"Solyc08g044260.2.1",-1.0035903421158,4.73318216713841,0.000366246730713575,0.00184296254645758
"Solyc12g014090.1.1",-1.00635614265358,2.61285132354893,0.00179865993218717,0.00715999609653059
"Solyc08g077340.2.1",-1.0070338787516,2.46346598646027,0.00113291967159628,0.00482642714690627
"Solyc07g005020.2.1",-1.00740995461985,4.07457417204072,0.00142461310354446,0.00587912380075795
"Solyc05g053930.2.1",-1.00858941392148,4.91174093370663,0.000208928486524424,0.00113551964211249
"Solyc04g079810.1.1",-1.01078110766761,3.61614571958261,0.000601502994889926,0.0028305805550297
"Solyc07g048040.1.1",-1.01106163852936,4.73739357002533,0.00104561224281226,0.00451654875962268
"Solyc06g069410.2.1",-1.01202896833902,5.693335848551,0.000466360537631618,0.00227439989239093
"Solyc10g009070.2.1",-1.0127409964051,5.23411409499108,0.000418217118854869,0.0020717596466529
"Solyc04g064760.2.1",-1.01432552414174,4.96191412155971,0.00157739379613971,0.00639572129325576
